char,unicode,missing_cho,missing_jung,missing_jong,missing_total,in_ref78,ink_ratio,bbox_fill,edge_density,n_components,psnr,ssim
롳,U+B873,0,0,0,0,0,0.1240234375,0.7734375,0.124755859375,5,nan,nan
롴,U+B874,0,0,1,1,0,0.13128662109375,0.7734375,0.12884521484375,7,nan,nan
롵,U+B875,0,0,1,1,0,0.13134765625,0.6666259765625,0.1357421875,5,nan,nan
롶,U+B876,0,0,0,0,0,0.16510009765625,0.8216552734375,0.166015625,4,nan,nan
롷,U+B877,0,0,0,0,0,0.091064453125,0.68988037109375,0.11016845703125,8,nan,nan
롸,U+B878,0,0,0,0,0,0.1199951171875,0.6275634765625,0.1141357421875,2,nan,nan
롹,U+B879,0,0,0,0,0,0.11981201171875,0.616455078125,0.12677001953125,4,nan,nan
롺,U+B87A,0,0,1,1,0,0.14892578125,0.7265625,0.153076171875,5,nan,nan
롻,U+B87B,0,0,0,0,0,0.15350341796875,0.78289794921875,0.1546630859375,5,nan,nan
롼,U+B87C,0,0,0,0,0,0.15521240234375,0.8074951171875,0.1492919921875,4,nan,nan
롽,U+B87D,0,0,1,1,0,0.17333984375,0.7459716796875,0.17010498046875,3,nan,nan
롾,U+B87E,0,0,1,1,0,0.160888671875,0.6998291015625,0.15277099609375,5,nan,nan
롿,U+B87F,0,0,1,1,0,0.1683349609375,0.76739501953125,0.1563720703125,3,nan,nan
뢀,U+B880,0,0,0,0,0,0.16900634765625,0.73638916015625,0.16387939453125,3,nan,nan
뢁,U+B881,0,0,0,0,0,0.16900634765625,0.75189208984375,0.17279052734375,4,nan,nan
뢂,U+B882,0,0,0,0,0,0.173828125,0.68988037109375,0.1834716796875,4,nan,nan
뢃,U+B883,0,0,0,0,0,0.17938232421875,0.7459716796875,0.189697265625,5,nan,nan
뢄,U+B884,0,0,0,0,0,0.18310546875,0.8203125,0.1834716796875,3,nan,nan
뢅,U+B885,0,0,0,0,0,0.15155029296875,0.7109375,0.172119140625,3,nan,nan
뢆,U+B886,0,0,1,1,0,0.16680908203125,0.7109375,0.18597412109375,4,nan,nan
뢇,U+B887,0,0,0,0,0,0.1983642578125,0.72088623046875,0.1922607421875,4,nan,nan
뢈,U+B888,0,0,0,0,0,0.17999267578125,0.8074951171875,0.16259765625,3,nan,nan
뢉,U+B889,0,0,0,0,0,0.14605712890625,0.71636962890625,0.14764404296875,3,nan,nan
뢊,U+B88A,0,0,0,0,0,0.1700439453125,0.734130859375,0.1741943359375,3,nan,nan
뢋,U+B88B,0,0,0,0,0,0.16253662109375,0.7998046875,0.14605712890625,3,nan,nan
뢌,U+B88C,0,0,0,0,0,0.171875,0.79840087890625,0.160400390625,4,nan,nan
뢍,U+B88D,0,0,0,0,0,0.16326904296875,0.828125,0.12908935546875,5,nan,nan
뢎,U+B88E,0,0,1,1,0,0.16900634765625,0.7578125,0.15826416015625,3,nan,nan
뢏,U+B88F,0,0,0,0,0,0.16693115234375,0.67901611328125,0.1539306640625,4,nan,nan
뢐,U+B890,0,0,1,1,0,0.1556396484375,0.68316650390625,0.15191650390625,3,nan,nan
뢑,U+B891,0,0,1,1,0,0.15045166015625,0.7073974609375,0.1497802734375,3,nan,nan
뢒,U+B892,0,0,0,0,0,0.17730712890625,0.7734375,0.1678466796875,3,nan,nan
뢓,U+B893,0,0,0,0,0,0.13751220703125,0.6844482421875,0.13409423828125,5,nan,nan
뢔,U+B894,0,0,0,0,0,0.125732421875,0.55059814453125,0.13739013671875,3,nan,nan
뢕,U+B895,0,0,0,0,0,0.12109375,0.65728759765625,0.1405029296875,5,nan,nan
뢖,U+B896,0,0,1,1,0,0.16729736328125,0.6536865234375,0.16705322265625,6,nan,nan
뢗,U+B897,0,0,0,0,0,0.17816162109375,0.703125,0.17138671875,3,nan,nan
뢘,U+B898,0,0,0,0,0,0.15057373046875,0.6552734375,0.16259765625,4,nan,nan
뢙,U+B899,0,0,1,1,0,0.171142578125,0.6561279296875,0.18133544921875,4,nan,nan
뢚,U+B89A,0,0,1,1,0,0.166259765625,0.6015625,0.17822265625,7,nan,nan
뢛,U+B89B,0,0,1,1,0,0.15399169921875,0.62060546875,0.16912841796875,3,nan,nan
뢜,U+B89C,0,0,0,0,0,0.1566162109375,0.65887451171875,0.17767333984375,4,nan,nan
뢝,U+B89D,0,0,0,0,0,0.1690673828125,0.65887451171875,0.18115234375,5,nan,nan
뢞,U+B89E,0,0,0,0,0,0.1693115234375,0.6229248046875,0.18902587890625,4,nan,nan
뢟,U+B89F,0,0,0,0,0,0.1732177734375,0.6201171875,0.20208740234375,3,nan,nan
뢠,U+B8A0,0,0,0,0,0,0.167724609375,0.6796875,0.179931640625,8,nan,nan
뢡,U+B8A1,0,0,0,0,0,0.16607666015625,0.6201171875,0.18768310546875,7,nan,nan
뢢,U+B8A2,0,0,1,1,0,0.154541015625,0.58447265625,0.17559814453125,6,nan,nan
뢣,U+B8A3,0,0,0,0,0,0.19140625,0.6075439453125,0.1939697265625,7,nan,nan
뢤,U+B8A4,0,0,0,0,0,0.14227294921875,0.613037109375,0.15863037109375,3,nan,nan
뢥,U+B8A5,0,0,0,0,0,0.1490478515625,0.60809326171875,0.16015625,7,nan,nan
뢦,U+B8A6,0,0,0,0,0,0.17510986328125,0.640625,0.190185546875,3,nan,nan
뢧,U+B8A7,0,0,0,0,0,0.15765380859375,0.6553955078125,0.15179443359375,4,nan,nan
뢨,U+B8A8,0,0,0,0,0,0.16888427734375,0.6953125,0.1732177734375,4,nan,nan
뢩,U+B8A9,0,0,0,0,0,0.14483642578125,0.615966796875,0.13665771484375,4,nan,nan
뢪,U+B8AA,0,0,1,1,0,0.16229248046875,0.6484375,0.16778564453125,4,nan,nan
뢫,U+B8AB,0,0,0,0,0,0.17681884765625,0.6484375,0.176025390625,3,nan,nan
뢬,U+B8AC,0,0,1,1,0,0.15374755859375,0.6484375,0.1656494140625,3,nan,nan
뢭,U+B8AD,0,0,1,1,0,0.142578125,0.595703125,0.1622314453125,5,nan,nan
뢮,U+B8AE,0,0,0,0,0,0.12249755859375,0.658447265625,0.1494140625,7,nan,nan
뢯,U+B8AF,0,0,0,0,0,0.16357421875,0.65625,0.15521240234375,4,nan,nan
뢰,U+B8B0,0,0,0,0,0,0.11016845703125,0.4332275390625,0.10394287109375,2,nan,nan
뢱,U+B8B1,0,0,0,0,0,0.125244140625,0.55389404296875,0.12255859375,3,nan,nan
뢲,U+B8B2,0,0,1,1,0,0.144287109375,0.5859375,0.1419677734375,3,nan,nan
뢳,U+B8B3,0,0,0,0,0,0.1527099609375,0.6953125,0.1524658203125,4,nan,nan
뢴,U+B8B4,0,0,0,0,0,0.1356201171875,0.579833984375,0.13629150390625,3,nan,nan
뢵,U+B8B5,0,0,1,1,0,0.15911865234375,0.609375,0.14654541015625,7,nan,nan
뢶,U+B8B6,0,0,1,1,0,0.1771240234375,0.5537109375,0.15911865234375,5,nan,nan
뢷,U+B8B7,0,0,1,1,0,0.1524658203125,0.54168701171875,0.14788818359375,3,nan,nan
뢸,U+B8B8,0,0,0,0,0,0.1575927734375,0.56304931640625,0.149658203125,4,nan,nan
뢹,U+B8B9,0,0,0,0,0,0.1614990234375,0.578125,0.16119384765625,5,nan,nan
뢺,U+B8BA,0,0,0,0,0,0.1806640625,0.589111328125,0.175537109375,4,nan,nan
뢻,U+B8BB,0,0,0,0,0,0.16265869140625,0.58135986328125,0.174072265625,5,nan,nan
뢼,U+B8BC,0,0,0,0,0,0.167724609375,0.7265625,0.173828125,5,nan,nan
뢽,U+B8BD,0,0,0,0,0,0.165771484375,0.6156005859375,0.17083740234375,5,nan,nan
뢾,U+B8BE,0,0,1,1,0,0.15997314453125,0.58135986328125,0.16534423828125,5,nan,nan
뢿,U+B8BF,0,0,0,0,0,0.18731689453125,0.640625,0.18109130859375,6,nan,nan
룀,U+B8C0,0,0,0,0,0,0.15777587890625,0.55035400390625,0.1541748046875,3,nan,nan
룁,U+B8C1,0,0,0,0,0,0.1531982421875,0.52978515625,0.14813232421875,3,nan,nan
룂,U+B8C2,0,0,0,0,0,0.17449951171875,0.6015625,0.154052734375,3,nan,nan
룃,U+B8C3,0,0,0,0,0,0.15045166015625,0.582763671875,0.1375732421875,3,nan,nan
룄,U+B8C4,0,0,0,0,0,0.1654052734375,0.6875,0.15618896484375,4,nan,nan
룅,U+B8C5,0,0,0,0,0,0.1309814453125,0.54168701171875,0.113525390625,5,nan,nan
룆,U+B8C6,0,0,1,1,0,0.1614990234375,0.640625,0.15301513671875,3,nan,nan
룇,U+B8C7,0,0,0,0,0,0.16998291015625,0.625,0.15667724609375,3,nan,nan
룈,U+B8C8,0,0,1,1,0,0.15447998046875,0.5625,0.14300537109375,3,nan,nan
룉,U+B8C9,0,0,1,1,0,0.17333984375,0.5460205078125,0.15509033203125,4,nan,nan
룊,U+B8CA,0,0,0,0,0,0.17462158203125,0.6484375,0.15673828125,3,nan,nan
룋,U+B8CB,0,0,0,0,0,0.14385986328125,0.5546875,0.121826171875,7,nan,nan
료,U+B8CC,0,0,0,0,0,0.11236572265625,0.5499267578125,0.10498046875,2,nan,nan
룍,U+B8CD,0,0,0,0,0,0.1217041015625,0.6156005859375,0.12042236328125,3,nan,nan
룎,U+B8CE,0,0,1,1,0,0.1611328125,0.8125,0.15338134765625,5,nan,nan
룏,U+B8CF,0,0,0,0,0,0.15911865234375,0.69427490234375,0.15191650390625,3,nan,nan
룐,U+B8D0,0,0,0,0,0,0.15985107421875,0.8203125,0.14288330078125,4,nan,nan
룑,U+B8D1,0,0,1,1,0,0.1640625,0.72821044921875,0.1602783203125,5,nan,nan
룒,U+B8D2,0,0,1,1,0,0.18194580078125,0.8203125,0.17742919921875,5,nan,nan
룓,U+B8D3,0,0,1,1,0,0.14910888671875,0.765625,0.15069580078125,3,nan,nan
룔,U+B8D4,0,0,0,0,0,0.139404296875,0.6383056640625,0.158447265625,3,nan,nan
룕,U+B8D5,0,0,0,0,0,0.17138671875,0.765625,0.1727294921875,4,nan,nan
룖,U+B8D6,0,0,0,0,0,0.1458740234375,0.713134765625,0.17706298828125,7,nan,nan
룗,U+B8D7,0,0,0,0,0,0.18121337890625,0.75,0.18505859375,9,nan,nan
룘,U+B8D8,0,0,0,0,0,0.16571044921875,0.8203125,0.17340087890625,5,nan,nan
룙,U+B8D9,0,0,0,0,0,0.177001953125,0.8515625,0.18646240234375,7,nan,nan
룚,U+B8DA,0,0,1,1,0,0.20452880859375,0.78582763671875,0.198974609375,8,nan,nan
룛,U+B8DB,0,0,0,0,0,0.19329833984375,0.784423828125,0.189697265625,7,nan,nan
룜,U+B8DC,0,0,0,0,0,0.15618896484375,0.7578125,0.15374755859375,2,nan,nan
룝,U+B8DD,0,0,0,0,0,0.1627197265625,0.734375,0.15240478515625,2,nan,nan
룞,U+B8DE,0,0,0,0,0,0.18023681640625,0.68212890625,0.15814208984375,3,nan,nan
룟,U+B8DF,0,0,0,0,1,0.1351318359375,0.9140625,0.13836669921875,4,9.209868456549579,0.6169109784270856
룠,U+B8E0,0,0,0,0,0,0.185546875,0.78289794921875,0.1531982421875,4,nan,nan
룡,U+B8E1,0,0,0,0,0,0.13433837890625,0.62786865234375,0.1180419921875,2,nan,nan
룢,U+B8E2,0,0,1,1,0,0.16839599609375,0.7578125,0.1546630859375,4,nan,nan
룣,U+B8E3,0,0,0,0,0,0.143798828125,0.775146484375,0.1458740234375,7,nan,nan
룤,U+B8E4,0,0,1,1,0,0.1365966796875,0.69427490234375,0.13623046875,5,nan,nan
룥,U+B8E5,0,0,1,1,0,0.1568603515625,0.71875,0.1588134765625,2,nan,nan
룦,U+B8E6,0,0,0,0,0,0.20477294921875,0.765625,0.175537109375,3,nan,nan
룧,U+B8E7,0,0,0,0,0,0.11181640625,0.8203125,0.1343994140625,6,nan,nan
루,U+B8E8,0,0,0,0,0,0.0911865234375,0.48980712890625,0.0880126953125,2,nan,nan
룩,U+B8E9,0,0,0,0,0,0.10791015625,0.545166015625,0.10662841796875,3,nan,nan
룪,U+B8EA,0,0,1,1,0,0.1356201171875,0.7532958984375,0.1441650390625,8,nan,nan
룫,U+B8EB,0,0,0,0,0,0.14910888671875,0.69818115234375,0.1407470703125,3,nan,nan
룬,U+B8EC,0,0,0,0,0,0.12109375,0.613037109375,0.120849609375,3,nan,nan
룭,U+B8ED,0,0,1,1,0,0.12469482421875,0.6767578125,0.12939453125,7,nan,nan
룮,U+B8EE,0,0,1,1,0,0.1614990234375,0.713134765625,0.156494140625,4,nan,nan
룯,U+B8EF,0,0,1,1,0,0.14776611328125,0.6640625,0.12603759765625,3,nan,nan
룰,U+B8F0,0,0,0,0,0,0.1466064453125,0.765625,0.15313720703125,2,nan,nan
룱,U+B8F1,0,0,0,0,0,0.16436767578125,0.7578125,0.15460205078125,5,nan,nan
룲,U+B8F2,0,0,0,0,0,0.1827392578125,0.6875,0.18072509765625,5,nan,nan
룳,U+B8F3,0,0,0,0,0,0.1768798828125,0.796875,0.18194580078125,6,nan,nan
룴,U+B8F4,0,0,0,0,0,0.16864013671875,0.7890625,0.16461181640625,6,nan,nan
룵,U+B8F5,0,0,0,0,0,0.178466796875,0.8216552734375,0.18817138671875,7,nan,nan
룶,U+B8F6,0,0,1,1,0,0.191162109375,0.7890625,0.180419921875,4,nan,nan
룷,U+B8F7,0,0,0,0,0,0.1998291015625,0.8046875,0.182861328125,8,nan,nan
룸,U+B8F8,0,0,0,0,0,0.1229248046875,0.732421875,0.12451171875,3,nan,nan
룹,U+B8F9,0,0,0,0,0,0.1396484375,0.61798095703125,0.13165283203125,4,nan,nan
룺,U+B8FA,0,0,0,0,0,0.16375732421875,0.734375,0.1446533203125,2,nan,nan
룻,U+B8FB,0,0,0,0,0,0.13665771484375,0.64599609375,0.12774658203125,2,nan,nan
룼,U+B8FC,0,0,0,0,0,0.1783447265625,0.76904296875,0.1427001953125,6,nan,nan
룽,U+B8FD,0,0,0,0,0,0.12127685546875,0.6005859375,0.10589599609375,3,nan,nan
룾,U+B8FE,0,0,1,1,0,0.1470947265625,0.734375,0.13787841796875,3,nan,nan
룿,U+B8FF,0,0,0,0,0,0.15130615234375,0.75,0.1348876953125,5,nan,nan
뤀,U+B900,0,0,1,1,0,0.134521484375,0.7286376953125,0.13824462890625,3,nan,nan
뤁,U+B901,0,0,1,1,0,0.14532470703125,0.65625,0.13043212890625,2,nan,nan
뤂,U+B902,0,0,0,0,0,0.177734375,0.744140625,0.16461181640625,2,nan,nan
뤃,U+B903,0,0,0,0,0,0.12261962890625,0.7578125,0.131103515625,5,nan,nan
뤄,U+B904,0,0,0,0,0,0.12158203125,0.59521484375,0.12054443359375,4,nan,nan
뤅,U+B905,0,0,0,0,0,0.1322021484375,0.54486083984375,0.1304931640625,4,nan,nan
뤆,U+B906,0,0,1,1,0,0.15557861328125,0.5712890625,0.1431884765625,4,nan,nan
뤇,U+B907,0,0,0,0,0,0.1695556640625,0.6536865234375,0.14337158203125,4,nan,nan
뤈,U+B908,0,0,0,0,0,0.1448974609375,0.630126953125,0.14215087890625,4,nan,nan
뤉,U+B909,0,0,1,1,0,0.15185546875,0.72021484375,0.15283203125,6,nan,nan
뤊,U+B90A,0,0,1,1,0,0.14813232421875,0.6329345703125,0.17034912109375,8,nan,nan
뤋,U+B90B,0,0,1,1,0,0.16162109375,0.62310791015625,0.146484375,4,nan,nan
뤌,U+B90C,0,0,0,0,0,0.1649169921875,0.570556640625,0.16033935546875,4,nan,nan
뤍,U+B90D,0,0,0,0,0,0.18609619140625,0.65087890625,0.1793212890625,6,nan,nan
뤎,U+B90E,0,0,0,0,0,0.18817138671875,0.64599609375,0.1973876953125,8,nan,nan
뤏,U+B90F,0,0,0,0,0,0.17193603515625,0.67901611328125,0.17730712890625,5,nan,nan
뤐,U+B910,0,0,0,0,0,0.17620849609375,0.749267578125,0.18212890625,6,nan,nan
뤑,U+B911,0,0,0,0,0,0.19134521484375,0.6925048828125,0.1788330078125,4,nan,nan
뤒,U+B912,0,0,1,1,0,0.19085693359375,0.6591796875,0.18902587890625,5,nan,nan
뤓,U+B913,0,0,0,0,0,0.16949462890625,0.6756591796875,0.177734375,6,nan,nan
뤔,U+B914,0,0,0,0,0,0.15771484375,0.6055908203125,0.14898681640625,5,nan,nan
뤕,U+B915,0,0,0,0,0,0.1612548828125,0.625,0.15484619140625,4,nan,nan
뤖,U+B916,0,0,0,0,0,0.17413330078125,0.67547607421875,0.16998291015625,4,nan,nan
뤗,U+B917,0,0,0,0,0,0.12689208984375,0.595703125,0.1307373046875,4,nan,nan
뤘,U+B918,0,0,0,0,0,0.187744140625,0.7421875,0.16796875,4,nan,nan
뤙,U+B919,0,0,0,0,0,0.1466064453125,0.57244873046875,0.136474609375,7,nan,nan
뤚,U+B91A,0,0,1,1,0,0.14544677734375,0.643310546875,0.142822265625,6,nan,nan
뤛,U+B91B,0,0,0,0,0,0.16455078125,0.6536865234375,0.165771484375,5,nan,nan
뤜,U+B91C,0,0,1,1,0,0.1552734375,0.590576171875,0.1419677734375,4,nan,nan
뤝,U+B91D,0,0,1,1,0,0.16888427734375,0.610595703125,0.1624755859375,5,nan,nan
뤞,U+B91E,0,0,0,0,0,0.14227294921875,0.62310791015625,0.1553955078125,5,nan,nan
뤟,U+B91F,0,0,0,0,0,0.16162109375,0.6156005859375,0.1502685546875,7,nan,nan
뤠,U+B920,0,0,0,0,0,0.14031982421875,0.6474609375,0.1370849609375,4,nan,nan
뤡,U+B921,0,0,0,0,0,0.15185546875,0.6767578125,0.160888671875,5,nan,nan
뤢,U+B922,0,0,1,1,0,0.17529296875,0.6192626953125,0.15997314453125,6,nan,nan
뤣,U+B923,0,0,0,0,0,0.19140625,0.671875,0.17584228515625,5,nan,nan
뤤,U+B924,0,0,0,0,0,0.1700439453125,0.64013671875,0.173583984375,6,nan,nan
뤥,U+B925,0,0,1,1,0,0.1810302734375,0.701904296875,0.19891357421875,9,nan,nan
뤦,U+B926,0,0,1,1,0,0.18963623046875,0.62786865234375,0.18951416015625,5,nan,nan
뤧,U+B927,0,0,1,1,0,0.1806640625,0.63189697265625,0.1785888671875,5,nan,nan
뤨,U+B928,0,0,0,0,0,0.18756103515625,0.63720703125,0.17486572265625,6,nan,nan
뤩,U+B929,0,0,0,0,0,0.18267822265625,0.658447265625,0.18548583984375,8,nan,nan
뤪,U+B92A,0,0,0,0,0,0.19775390625,0.6536865234375,0.20751953125,8,nan,nan
뤫,U+B92B,0,0,0,0,0,0.173828125,0.62548828125,0.19964599609375,5,nan,nan
뤬,U+B92C,0,0,0,0,0,0.19317626953125,0.72509765625,0.203369140625,7,nan,nan
뤭,U+B92D,0,0,0,0,0,0.18438720703125,0.68316650390625,0.20330810546875,9,nan,nan
뤮,U+B92E,0,0,1,1,0,0.1944580078125,0.6875,0.20635986328125,6,nan,nan
뤯,U+B92F,0,0,0,0,0,0.20648193359375,0.67437744140625,0.20782470703125,9,nan,nan
뤰,U+B930,0,0,0,0,0,0.1781005859375,0.6561279296875,0.18475341796875,7,nan,nan
뤱,U+B931,0,0,0,0,0,0.17889404296875,0.643310546875,0.17205810546875,4,nan,nan
뤲,U+B932,0,0,0,0,0,0.17059326171875,0.6328125,0.173095703125,6,nan,nan
뤳,U+B933,0,0,0,0,0,0.1488037109375,0.6904296875,0.14739990234375,5,nan,nan
뤴,U+B934,0,0,0,0,0,0.19573974609375,0.7421875,0.18408203125,6,nan,nan
뤵,U+B935,0,0,0,0,0,0.184326171875,0.63555908203125,0.1669921875,6,nan,nan
뤶,U+B936,0,0,1,1,0,0.19879150390625,0.713134765625,0.18084716796875,6,nan,nan
뤷,U+B937,0,0,0,0,0,0.17633056640625,0.7265625,0.1805419921875,5,nan,nan
뤸,U+B938,0,0,1,1,0,0.16229248046875,0.643310546875,0.16778564453125,7,nan,nan
뤹,U+B939,0,0,1,1,0,0.1832275390625,0.62255859375,0.18212890625,7,nan,nan
뤺,U+B93A,0,0,0,0,0,0.1707763671875,0.6329345703125,0.1800537109375,6,nan,nan
뤻,U+B93B,0,0,0,0,0,0.16058349609375,0.6478271484375,0.1607666015625,5,nan,nan
뤼,U+B93C,0,0,0,0,0,0.1094970703125,0.4761962890625,0.1033935546875,3,nan,nan
뤽,U+B93D,0,0,0,0,0,0.12017822265625,0.53521728515625,0.11981201171875,4,nan,nan
뤾,U+B93E,0,0,1,1,0,0.1512451171875,0.609375,0.13720703125,5,nan,nan
뤿,U+B93F,0,0,0,0,0,0.16009521484375,0.7265625,0.14666748046875,4,nan,nan
륀,U+B940,0,0,0,0,0,0.1314697265625,0.62127685546875,0.13360595703125,4,nan,nan
륁,U+B941,0,0,1,1,0,0.1383056640625,0.6942138671875,0.1470947265625,7,nan,nan
륂,U+B942,0,0,1,1,0,0.14666748046875,0.651123046875,0.1590576171875,7,nan,nan
륃,U+B943,0,0,1,1,0,0.15374755859375,0.60791015625,0.14434814453125,4,nan,nan
륄,U+B944,0,0,0,0,0,0.165771484375,0.5908203125,0.15966796875,4,nan,nan
륅,U+B945,0,0,0,0,0,0.16949462890625,0.6484375,0.1656494140625,5,nan,nan
륆,U+B946,0,0,0,0,0,0.172607421875,0.6484375,0.1683349609375,5,nan,nan
륇,U+B947,0,0,0,0,0,0.173583984375,0.692138671875,0.18218994140625,5,nan,nan
륈,U+B948,0,0,0,0,0,0.17095947265625,0.749267578125,0.173095703125,4,nan,nan
륉,U+B949,0,0,0,0,0,0.1689453125,0.753662109375,0.18109130859375,4,nan,nan
륊,U+B94A,0,0,1,1,0,0.13897705078125,0.68316650390625,0.169921875,6,nan,nan
륋,U+B94B,0,0,0,0,0,0.150146484375,0.6046142578125,0.16375732421875,5,nan,nan
륌,U+B94C,0,0,0,0,0,0.14862060546875,0.576171875,0.145751953125,4,nan,nan
륍,U+B94D,0,0,0,0,0,0.15130615234375,0.56866455078125,0.1480712890625,4,nan,nan
륎,U+B94E,0,0,0,0,0,0.1363525390625,0.74005126953125,0.13995361328125,5,nan,nan
륏,U+B94F,0,0,0,0,0,0.12646484375,0.537109375,0.1263427734375,4,nan,nan
륐,U+B950,0,0,0,0,0,0.1563720703125,0.68212890625,0.14593505859375,5,nan,nan
륑,U+B951,0,0,0,0,0,0.14288330078125,0.56866455078125,0.12872314453125,4,nan,nan
륒,U+B952,0,0,1,1,0,0.1630859375,0.6640625,0.1484375,4,nan,nan
륓,U+B953,0,0,0,0,0,0.16607666015625,0.6484375,0.14764404296875,9,nan,nan
륔,U+B954,0,0,1,1,0,0.1593017578125,0.6046142578125,0.14715576171875,5,nan,nan
륕,U+B955,0,0,1,1,0,0.1627197265625,0.60546875,0.15234375,4,nan,nan
륖,U+B956,0,0,0,0,0,0.14227294921875,0.6690673828125,0.14544677734375,4,nan,nan
륗,U+B957,0,0,0,0,0,0.15838623046875,0.59686279296875,0.14056396484375,7,nan,nan
류,U+B958,0,0,0,0,0,0.10247802734375,0.5693359375,0.1024169921875,2,nan,nan
륙,U+B959,0,0,0,0,0,0.146240234375,0.67901611328125,0.13970947265625,4,nan,nan
륚,U+B95A,0,0,1,1,0,0.159912109375,0.73828125,0.1556396484375,4,nan,nan
륛,U+B95B,0,0,0,0,0,0.15374755859375,0.6478271484375,0.14044189453125,5,nan,nan
륜,U+B95C,0,0,0,0,0,0.13861083984375,0.7152099609375,0.13494873046875,3,nan,nan
륝,U+B95D,0,0,1,1,0,0.14752197265625,0.6591796875,0.14971923828125,4,nan,nan
륞,U+B95E,0,0,1,1,0,0.153076171875,0.701904296875,0.15655517578125,7,nan,nan
륟,U+B95F,0,0,1,1,0,0.1478271484375,0.64849853515625,0.15106201171875,3,nan,nan
률,U+B960,0,0,0,0,0,0.17950439453125,0.70538330078125,0.17633056640625,4,nan,nan
륡,U+B961,0,0,0,0,0,0.16400146484375,0.6690673828125,0.16046142578125,4,nan,nan
륢,U+B962,0,0,0,0,0,0.17645263671875,0.7421875,0.1790771484375,6,nan,nan
륣,U+B963,0,0,0,0,0,0.172119140625,0.7286376953125,0.179931640625,4,nan,nan
륤,U+B964,0,0,0,0,0,0.17034912109375,0.78125,0.18084716796875,5,nan,nan
륥,U+B965,0,0,0,0,0,0.1907958984375,0.7265625,0.19049072265625,4,nan,nan
륦,U+B966,0,0,1,1,0,0.176513671875,0.71875,0.18304443359375,6,nan,nan
륧,U+B967,0,0,0,0,0,0.1962890625,0.78125,0.19482421875,5,nan,nan
륨,U+B968,0,0,0,0,0,0.16162109375,0.70751953125,0.15118408203125,2,nan,nan
륩,U+B969,0,0,0,0,0,0.15643310546875,0.68988037109375,0.1541748046875,3,nan,nan
륪,U+B96A,0,0,0,0,0,0.16302490234375,0.69427490234375,0.15386962890625,5,nan,nan
륫,U+B96B,0,0,0,0,0,0.13824462890625,0.7890625,0.13433837890625,5,nan,nan
륬,U+B96C,0,0,0,0,0,0.146728515625,0.70953369140625,0.141357421875,6,nan,nan
륭,U+B96D,0,0,0,0,0,0.12652587890625,0.6976318359375,0.1165771484375,3,nan,nan
륮,U+B96E,0,0,1,1,0,0.15899658203125,0.6976318359375,0.145751953125,3,nan,nan
륯,U+B96F,0,0,0,0,0,0.1654052734375,0.671875,0.1478271484375,2,nan,nan
륰,U+B970,0,0,1,1,0,0.14776611328125,0.70751953125,0.15667724609375,5,nan,nan
륱,U+B971,0,0,1,1,0,0.16845703125,0.6484375,0.1552734375,3,nan,nan
륲,U+B972,0,0,0,0,0,0.18670654296875,0.67901611328125,0.18255615234375,2,nan,nan
륳,U+B973,0,0,0,0,0,0.09405517578125,0.6640625,0.10528564453125,10,nan,nan
르,U+B974,0,0,0,0,0,0.07110595703125,0.39111328125,0.07403564453125,2,nan,nan
륵,U+B975,0,0,0,0,0,0.112548828125,0.6201171875,0.10919189453125,5,nan,nan
륶,U+B976,0,0,1,1,0,0.1385498046875,0.700927734375,0.1397705078125,4,nan,nan
륷,U+B977,0,0,0,0,0,0.14263916015625,0.71142578125,0.1318359375,5,nan,nan
른,U+B978,0,0,0,0,0,0.1199951171875,0.750732421875,0.11126708984375,3,nan,nan
륹,U+B979,0,0,1,1,0,0.14056396484375,0.70751953125,0.1368408203125,4,nan,nan
륺,U+B97A,0,0,1,1,0,0.1588134765625,0.74169921875,0.16717529296875,4,nan,nan
륻,U+B97B,0,0,1,1,0,0.140869140625,0.630615234375,0.12322998046875,3,nan,nan
를,U+B97C,0,0,0,0,0,0.1429443359375,0.609375,0.1337890625,3,nan,nan
륽,U+B97D,0,0,0,0,0,0.16705322265625,0.71875,0.1549072265625,6,nan,nan
륾,U+B97E,0,0,0,0,0,0.1842041015625,0.703125,0.1719970703125,8,nan,nan
륿,U+B97F,0,0,0,0,0,0.17864990234375,0.703125,0.1783447265625,5,nan,nan
릀,U+B980,0,0,0,0,0,0.18048095703125,0.7734375,0.16558837890625,4,nan,nan
릁,U+B981,0,0,0,0,0,0.17877197265625,0.7305908203125,0.17852783203125,6,nan,nan
릂,U+B982,0,0,1,1,0,0.1956787109375,0.75189208984375,0.18060302734375,7,nan,nan
릃,U+B983,0,0,0,0,0,0.18133544921875,0.875,0.1898193359375,11,nan,nan
름,U+B984,0,0,0,0,0,0.13421630859375,0.7152099609375,0.131103515625,3,nan,nan
릅,U+B985,0,0,0,0,0,0.15655517578125,0.6796875,0.1339111328125,4,nan,nan
릆,U+B986,0,0,0,0,0,0.1629638671875,0.6767578125,0.14697265625,3,nan,nan
릇,U+B987,0,0,0,0,0,0.1163330078125,0.7371826171875,0.10638427734375,3,nan,nan
릈,U+B988,0,0,0,0,0,0.15283203125,0.7921142578125,0.13311767578125,5,nan,nan
릉,U+B989,0,0,0,0,0,0.118896484375,0.658447265625,0.11322021484375,3,nan,nan
릊,U+B98A,0,0,1,1,0,0.14453125,0.6875,0.12738037109375,4,nan,nan
